1999-06-30T00:00:00-08:00,Dispatch from YAPC,Brent Michalski,perl.com/pub/1999/06/yapc.html,community,tpc
1999-07-15T00:00:00-08:00,A New Edition of www.perl.com,Dale Dougherty,perl.com/pub/1999/07/newperl.html,Community,perldotcom
1999-08-30T00:00:00-08:00,3rd State of the Onion,Larry Wall,perl.com/pub/1999/08/onion/talk1.html,community,state-of-the-onion
1999-09-16T00:00:00-08:00,White Camel Awards,Brent Michalski,perl.com/pub/1999/09/whitecamel/index.html,Community,White-camel
1999-09-16T00:00:00-08:00,Bless My Referents,Damian Conway,perl.com/pub/1999/09/refererents.html,development,bless
1999-09-28T00:00:00-08:00,Open Source Highlights,Ian Clark,perl.com/pub/1999/09/trips/tripreport.html,community,"conference,python"
1999-09-28T00:00:00-08:00,Topaz: Perl for the 22nd Century,Chip Salzenberg,perl.com/pub/1999/09/topaz.html,community,"c,perlguts,programming-languages"
1999-10-15T00:00:00-08:00,Perl/Tk Tutorial,"Brett Berry,Lee Minniear",perl.com/pub/1999/10/perltk/index.html,Tutorials,"Perl-tk,graphics"
1999-10-17T00:00:00-08:00,This Week on p5p 1999/10/24,Mark-Jason Dominus,perl.com/pub/1999/10/p5pdigest/THISWEEK-19991024.html,community,news
1999-10-17T00:00:00-08:00,This Week on p5p 1999/10/17,Mark-Jason Dominus,perl.com/pub/1999/10/p5pdigest/THISWEEK-19991017.html,community,news
1999-10-18T00:00:00-08:00,Happy Birthday Perl 5!,Mark-Jason Dominus,perl.com/pub/1999/10/happybday.html,community,Perl-5
1999-10-22T00:00:00-08:00,A Short Guide to DBI,Mark-Jason Dominus,perl.com/pub/1999/10/DBI.html,data,"dbi,databases"
1999-11-03T00:00:00-08:00,This Week on p5p 1999/10/31,Mark-Jason Dominus,perl.com/pub/1999/10/p5pdigest/THISWEEK-19991031.html,community,news
1999-11-07T00:00:00-08:00,This Week on p5p 1999/11/07,Mark-Jason Dominus,perl.com/pub/1999/11/p5pdigest/THISWEEK-19991107.html,community,news
1999-11-14T00:00:00-08:00,This Week on p5p 1999/11/14,Mark-Jason Dominus,perl.com/pub/1999/11/p5pdigest/THISWEEK-19991114.html,community,news
1999-11-16T00:00:00-08:00,Perl as a First Language,Nathan Torkington,perl.com/pub/1999/11/cozens.htm,Community,"beginner,newbie"
1999-11-21T00:00:00-08:00,This Week on p5p 1999/11/21,Mark-Jason Dominus,perl.com/pub/1999/11/p5pdigest/THISWEEK-19991121.html,community,news
1999-11-28T00:00:00-08:00,This Week on p5p 1999/11/28,Mark-Jason Dominus,perl.com/pub/1999/11/p5pdigest/THISWEEK-19991128.html,community,news
1999-11-30T00:00:00-08:00,Sins of Perl Revisited,Mark-Jason Dominus,perl.com/pub/1999/11/sins.html,development,
1999-12-05T00:00:00-08:00,This Week on p5p 1999/12/05,Mark-Jason Dominus,perl.com/pub/1999/12/p5pdigest/THISWEEK-19991205.html,community,news
1999-12-12T00:00:00-08:00,This Week on p5p 1999/12/12,Mark-Jason Dominus,perl.com/pub/1999/12/p5pdigest/THISWEEK-19991212.html,community,news
1999-12-18T00:00:00-08:00,Happy Birthday Perl!,Mark-Jason Dominus,perl.com/pub/1999/12/happybirthday.html,Community,Perl-5
1999-12-19T00:00:00-08:00,This Week on p5p 1999/12/19,Mark-Jason Dominus,perl.com/pub/1999/12/p5pdigest/THISWEEK-19991219.html,community,news
1999-12-20T00:00:00-08:00,Virtual Presentations with Perl,Adam Turoff,perl.com/pub/1999/12/virtual-presentations.html,Community,perl-mongers
1999-12-26T00:00:00-08:00,This Week on p5p 1999/12/26,Mark-Jason Dominus,perl.com/pub/1999/12/p5pdigest/THISWEEK-19991226.html,community,news
2000-01-12T00:00:00-08:00,In Defense of Coding Standards,"Kirrily """"Skud"""" Robert",perl.com/pub/2000/01/CodingStandards.html,development,standards
2000-01-25T00:00:00-08:00,RSS and You,Chris Nandor,perl.com/pub/2000/01/rss.html,web,
2000-02-09T00:00:00-08:00,My Life With Spam,Mark-Jason Dominus,perl.com/pub/2000/02/spamfilter.html,Email,"Email-filtering,spam"
2000-02-23T00:00:00-08:00,Ten Perl Myths,Simon Cozens,perl.com/pub/2000/01/10PerlMyths.html,community,
2000-03-05T00:00:00-08:00,This Week on p5p 2000/03/05,Mark-Jason Dominus,perl.com/pub/2000/03/p5pdigest/THISWEEK-20000305.html,community,news
2000-03-15T00:00:00-08:00,My Life With Spam: Part 3,Mark-Jason Dominus,perl.com/pub/2000/03/spam3.html,Email,"Email-filtering,spam"
2000-03-20T00:00:00-08:00,POD is not Literate Programming,Mark-Jason Dominus,perl.com/pub/tchrist/litprog.html,development,
2000-04-18T00:00:00-08:00,What's New in 5.6.0.,Simon Cozens,perl.com/pub/2000/04/whatsnew.html,community,unicode
2000-04-23T00:00:00-08:00,This Week on p5p 2000/04/23,Mark-Jason Dominus,perl.com/pub/2000/04/p5pdigest/THISWEEK-20000423.html,community,news
2000-04-30T00:00:00-08:00,This Week on p5p 2000/04/30,Mark-Jason Dominus,perl.com/pub/2000/04/p5pdigest/THISWEEK-20000430.html,community,news
2000-05-02T00:00:00-08:00,Program Repair Shop and Red Flags,Mark-Jason Dominus,perl.com/pub/2000/04/raceinfo.html,development,"briandfoy,perl-conference"
2000-05-07T00:00:00-08:00,This Week on p5p 2000/05/07,Mark-Jason Dominus,perl.com/pub/2000/05/p5pdigest/THISWEEK-20000507.html,community,news
2000-05-14T00:00:00-08:00,This Week on p5p 2000/05/14,Mark-Jason Dominus,perl.com/pub/2000/05/p5pdigest/THISWEEK-20000514.html,community,news
2000-05-15T00:00:00-08:00,Perl Meets COBOL,Mark-Jason Dominus,perl.com/pub/2000/05/cobol.html,community,
2000-05-20T00:00:00-08:00,Pod::Parser Notes,Brad Appleton,perl.com/pub/2000/05/podparser.html,development,
2000-05-21T00:00:00-08:00,This Week on p5p 2000/05/21,Mark-Jason Dominus,perl.com/pub/2000/05/p5pdigest/THISWEEK-20000521.html,community,news
2000-05-28T00:00:00-08:00,This Week on p5p 2000/05/28,Mark-Jason Dominus,perl.com/pub/2000/05/p5pdigest/THISWEEK-20000528.html,community,news
2000-06-04T00:00:00-08:00,This Week on p5p 2000/06/04,Mark-Jason Dominus,perl.com/pub/2000/06/p5pdigest/THISWEEK-20000604.html,community,news
2000-06-06T00:00:00-08:00,ANSI Standard Perl?,Joe Johnston,perl.com/pub/2000/06/rosler.html,Community,
2000-06-13T00:00:00-08:00,This Week on p5p 2000/06/11,Mark-Jason Dominus,perl.com/pub/2000/06/p5pdigest/THISWEEK-20000611.html,community,news
2000-06-13T00:00:00-08:00,Adventures on Perl Whirl 2000,Adam Turoff,perl.com/pub/2000/06/perlwhirl.html,Community,
2000-06-17T00:00:00-08:00,Return of Program Repair Shop and Red Flags,Mark-Jason Dominus,perl.com/pub/2000/06/commify.html,development,
2000-06-17T00:00:00-08:00,This Week on p5p 2000/06/18,Mark-Jason Dominus,perl.com/pub/2000/06/p5pdigest/THISWEEK-20000618.html,community,news
2000-06-25T00:00:00-08:00,This Week on p5p 2000/06/25,Mark-Jason Dominus,perl.com/pub/2000/06/p5pdigest/THISWEEK-20000625.html,community,news
2000-06-27T00:00:00-08:00,Notes on Doug's Method Lookup Patch,Simon Cozens,perl.com/pub/2000/06/dougpatch.html,community,
2000-07-02T00:00:00-08:00,This Week on p5p 2000/07/02,Mark-Jason Dominus,perl.com/pub/2000/07/p5pdigest/THISWEEK-20000702.html,community,news
2000-07-09T00:00:00-08:00,This Week on p5p 2000/07/09,Mark-Jason Dominus,perl.com/pub/2000/07/p5pdigest/THISWEEK-20000709.html,community,news
2000-07-11T00:00:00-08:00,Choosing a Perl Book,Simon Cozens,perl.com/pub/2000/06/27/perlbook.html,community,
2000-07-11T00:00:00-08:00,Reports from YAPC 19100,Mark-Jason Dominus,perl.com/pub/2000/07/yapc19101.html,Community,
2000-07-25T00:00:00-08:00,Report on the Perl 6 Announcement,Mark-Jason Dominus,perl.com/pub/2000/07/perl6.html,perl-6,Perl-6
2000-08-21T00:00:00-08:00,Report from the Perl Conference,Joe Kline,perl.com/pub/2000/08/tpc4.html,Community,
2000-08-21T00:00:00-08:00,Damian Conway Talks Shop,Joe Johnston,perl.com/pub/2000/08/conway.html,Community,"object-oriented,open-source,perl"
2000-09-05T00:00:00-08:00,Guide to the Perl 6 Working Groups,Mark-Jason Dominus,perl.com/pub/2000/09/perl6mail.html,perl-6,Perl-6
2000-09-19T00:00:00-08:00,Sapphire,Simon Cozens,perl.com/pub/2000/09/sapphire.html,Perl Internals,
2000-09-20T00:00:00-08:00,Ilya Regularly Expresses,Joe Johnston,perl.com/pub/2000/09/ilya.html,Community,
2000-10-02T00:00:00-08:00,How Perl Helped Me Win the Office Football Pool,Walt Mankowski,perl.com/pub/2000/10/footpool.html,Community,
2000-10-02T00:00:00-08:00,Report from YAPC::Europe,Mark Summerfield,perl.com/pub/2000/10/yapc-europe.html,Community,
2000-10-08T00:00:00-08:00,This Week on p5p 2000/10/08,Simon Cozens,perl.com/pub/2000/10/p5pdigest/THISWEEK-20001008.html,community,news
2000-10-16T00:00:00-08:00,Programming GNOME Applications with Perl,perldotcom,perl.com/pub/2000/10/gnome.html,apps,
2000-10-16T00:00:00-08:00,Beginner's Introduction to Perl,Doug Sheppard,perl.com/pub/2000/10/begperl1.html,development,
2000-10-23T00:00:00-08:00,These Weeks on p5p 2000/10/23,Simon Cozens,perl.com/pub/2000/10/p5pdigest/THISWEEK-20001023.html,community,news
2000-10-24T00:00:00-08:00,State of the Onion 2000,Larry Wall,perl.com/pub/2000/10/23/soto2000.html,community,"larry-wall,perl"
2000-10-26T00:00:00-08:00,Last Chance to Support Damian Conway,Nathan Torkington,perl.com/pub/2000/10/conway.html,Community,
2000-10-30T00:00:00-08:00,This Week on p5p 2000/10/30,Simon Cozens,perl.com/pub/2000/10/p5pdigest/THISWEEK-20001030.html,community,news
2000-10-31T00:00:00-08:00,Critique of the Perl 6 RFC Process,Mark-Jason Dominus,perl.com/pub/2000/11/perl6rfc.html,Community,"Perl-6,rfc"
2000-11-03T00:00:00-08:00,Hold the Sackcloth and Ashes,Jarkko Hietaniemi,perl.com/pub/2000/11/jarkko.html,Community,
2000-11-07T00:00:00-08:00,This Week on p5p 2000/11/07,Simon Cozens,perl.com/pub/2000/11/p5pdigest/THISWEEK-20001107.html,community,news
2000-11-07T00:00:00-08:00,Beginner's Introduction to Perl - Part 2,Doug Sheppard,perl.com/pub/2000/11/begperl2.html,development,
2000-11-14T00:00:00-08:00,Program Repair Shop and Red Flags,Mark-Jason Dominus,perl.com/pub/2000/11/repair3.html,development,
2000-11-14T00:00:00-08:00,This Week on p5p 2000/11/14,Simon Cozens,perl.com/pub/2000/11/p5pdigest/THISWEEK-20001114.html,community,news
2000-11-20T00:00:00-08:00,This Week on p5p 2000/11/20,Simon Cozens,perl.com/pub/2000/11/p5pdigest/THISWEEK-20001120.html,community,news
2000-11-20T00:00:00-08:00,Beginner's Introduction to Perl - Part 3,Doug Sheppard,perl.com/pub/2000/11/begperl3.html,development,
2000-11-27T00:00:00-08:00,This Week on p5p 2000/11/27,Simon Cozens,perl.com/pub/2000/11/p5pdigest/THISWEEK-20001127.html,community,news
2000-11-28T00:00:00-08:00,Red Flags Return,Mark-Jason Dominus,perl.com/pub/2000/11/repair3x.html,development,
2000-11-28T00:00:00-08:00,Programming GNOME Applications with Perl - Part 2,Simon Cozens,perl.com/pub/2000/11/gnome2.html,apps,
2000-12-04T00:00:00-08:00,This Week on p5p 2000/12/03,Simon Cozens,perl.com/pub/2000/12/p5pdigest/THISWEEK-20001203.html,community,news
2000-12-06T00:00:00-08:00,Beginners Intro to Perl - Part 4,Doug Sheppard,perl.com/pub/2000/12/begperl4.html,development,"cgi,scriptingg,security,web"
2000-12-11T00:00:00-08:00,This Week on p5p 2000/12/10,Simon Cozens,perl.com/pub/2000/12/p5pdigest/THISWEEK-20001210.html,community,news
2000-12-12T00:00:00-08:00,Why I Hate Advocacy,Mark-Jason Dominus,perl.com/pub/2000/12/advocacy.html,community,
2000-12-17T00:00:00-08:00,This Week on p5p 2000/12/17,Simon Cozens,perl.com/pub/2000/12/p5pdigest/THISWEEK-20001217.html,community,news
2000-12-18T00:00:00-08:00,Beginners Intro to Perl - Part 5,Doug Sheppard,perl.com/pub/2000/12/begperl5.html,development,"object-oriented-programming,oop"
2000-12-19T00:00:00-08:00,What every Perl programmer needs to know about .NET,Nathan Torkington,perl.com/pub/2000/12/net.html,Windows,"xml,dotnet"
2000-12-27T00:00:00-08:00,This Week on p5p 2000/12/24,Simon Cozens,perl.com/pub/2000/12/p5pdigest/THISWEEK-20001225.html,community,news
2001-01-09T00:00:00-08:00,This Fortnight on p5p 2000/12/31,Simon Cozens,perl.com/pub/2001/01/p5pdigest/THISWEEK-20010107.html,community,news
2001-01-09T00:00:00-08:00,Beginners Intro to Perl - Part 6,Doug Sheppard,perl.com/pub/2001/01/begperl6.html,development,"debugging,security,tainting,warnings"
2001-01-15T00:00:00-08:00,This Week on p5p 2001/01/14,Simon Cozens,perl.com/pub/2001/01/p5pdigest/THISWEEK-20010114.html,community,news
2001-01-17T00:00:00-08:00,A Beginner's Introduction to POE,Jeffrey Goff,perl.com/pub/2001/01/poe.html,development,
2001-01-23T00:00:00-08:00,Creating Data Output Files Using the Template Toolkit,Dave Cross,perl.com/pub/2001/01/tt2.html,data,"template,toolkit,tt2,xml"
2001-01-24T00:00:00-08:00,This Week on p5p 2001/01/21,Simon Cozens,perl.com/pub/2001/01/p5pdigest/THISWEEK-20010121.html,community,news
2001-01-29T00:00:00-08:00,Quick Start with SOAP,Paul Kulchenko,perl.com/pub/2001/01/soap.html,web,
2001-01-30T00:00:00-08:00,This Week on p5p 2001/01/28,Simon Cozens,perl.com/pub/2001/01/p5pdigest/THISWEEK-20010128.html,community,news
2001-02-06T00:00:00-08:00,This Week on p5p 2001/02/06,Simon Cozens,perl.com/pub/2001/02/p5pdigest/THISWEEK-20010206.html,community,news
2001-02-06T00:00:00-08:00,Pathologically Polluting Perl,Brian Ingerson,perl.com/pub/2001/02/inline.html,Perl Internals,"c,c,cpr,inline,python,xs"
2001-02-14T00:00:00-08:00,This Week on p5p 2001/02/12,Simon Cozens,perl.com/pub/2001/02/p5pdigest/THISWEEK-20010212.html,community,news
2001-02-14T00:00:00-08:00,Perl 6 Alive and Well! Introducing the perl6-mailing-lists Digest,"Simon Cozens,Schuyler Erle",perl.com/pub/2001/02/14/p6p.html,perl-6,"news,perl-6"
2001-02-18T00:00:00-08:00,This Week on p6p 2001/02/18,Simon Cozens,perl.com/pub/2001/02/p6pdigest/THISWEEK-20010218.html,community,news
2001-02-20T00:00:00-08:00,The e-smith Server and Gateway: a Perl Case Study,"Kirrily """"Skud"""" Robert",perl.com/pub/2001/02/esmith.html,community,"cgi,e-smith,enterprise,linux,template"
2001-02-27T00:00:00-08:00,DBIx::Recordset VS DBI,Terrence Monroe Brannon,perl.com/pub/2001/02/dbix.html,data,"database,dbi,dbix-recordset,interface,perl"
2001-02-28T00:00:00-08:00,This Week on p5p 2001/02/26,Simon Cozens,perl.com/pub/2001/02/p5pdigest/THISWEEK-20010226.html,community,news
2001-03-05T00:00:00-08:00,This Week on p5p 2001/03/05,Simon Cozens,perl.com/pub/2001/03/p5pdigest/THISWEEK-20010305.html,community,news
2001-03-06T00:00:00-08:00,Writing GUI Applications in Perl/Tk,Nick Temple,perl.com/pub/2001/03/gui.html,Graphics,"credit-card,perl,tk"
2001-03-12T00:00:00-08:00,This Week on p5p 2001/03/12,Simon Cozens,perl.com/pub/2001/03/p5pdigest/THISWEEK-20010312.html,community,news
2001-03-13T00:00:00-08:00,Creating Modular Web Pages With EmbPerl,Neil Gunton,perl.com/pub/2001/03/embperl.html,web,"embperl,epl,html"
2001-03-19T00:00:00-08:00,This Week on p5p 2001/03/19,Simon Cozens,perl.com/pub/2001/03/p5pdigest/THISWEEK-20010319.html,community,news
2001-03-20T00:00:00-08:00,DBI is OK,chromatic,perl.com/pub/2001/03/dbiokay.html,data,"dbi,dbix-recordset"
2001-03-21T00:00:00-08:00,This Month on Perl6 (25 Feb--20 Mar 2001),Simon Cozens,perl.com/pub/2001/03/p6pdigest/THISMONTH-20010320.htm,community,
2001-03-26T00:00:00-08:00,This Week on p5p 2001/03/26,Simon Cozens,perl.com/pub/2001/03/p5pdigest/THISWEEK-20010326.html,community,news
2001-03-27T00:00:00-08:00,A Simple Gnome Panel Applet,Joe Nasal,perl.com/pub/2001/03/27/gnome.html,apps,
2001-04-01T00:00:00-08:00,This Week on p5p 2001/04/01,Simon Cozens,perl.com/pub/2001/04/p5pdigest/THISWEEK-20010401.html,community,news
2001-04-02T00:00:00-08:00,"Apocalypse 1: The Ugly, the Bad, and the Good",Larry Wall,perl.com/pub/2001/04/02/wall.html,perl-6,perl-6
2001-04-08T00:00:00-08:00,This Week on p5p 2001/04/08,Simon Cozens,perl.com/pub/2001/04/p5pdigest/THISWEEK-20010408.html,community,news
2001-04-10T00:00:00-08:00,Designing a Search Engine,Pete Sergeant,perl.com/pub/2001/04/10/engine.html,data,"array,perl,search"
2001-04-15T00:00:00-08:00,This Week on p5p 2001/04/15,Simon Cozens,perl.com/pub/2001/04/p5pdigest/THISWEEK-20010415.html,community,news
2001-04-17T00:00:00-08:00,"MSXML, It's Not Just for VB Programmers Anymore",Shawn Ribordy,perl.com/pub/2001/04/17/msxml.html,data,xml
2001-04-22T00:00:00-08:00,This Week on p5p 2001/04/22,Simon Cozens,perl.com/pub/2001/04/p5pdigest/THISWEEK-20010422.html,community,news
2001-04-23T00:00:00-08:00,Quick Start Guide with SOAP Part Two,Paul Kulchenko,perl.com/pub/2001/04/24/soap.html,web,
2001-04-29T00:00:00-08:00,This Week on p5p 2001/04/29,Simon Cozens,perl.com/pub/2001/05/p5pdigest/THISWEEK-20010429.html,community,news
2001-05-03T00:00:00-08:00,Larry Wall: Apocalypse Two,Larry Wall,perl.com/pub/2001/05/03/wall.html,perl-6,
2001-05-06T00:00:00-08:00,This Week on p5p 2001/05/06,Simon Cozens,perl.com/pub/2001/05/p5pdigest/THISWEEK-20010506.html,community,news
2001-05-06T00:00:00-08:00,This Week on p5p 2001/05/20,Simon Cozens,perl.com/pub/2001/05/p5pdigest/THISWEEK-20010520.html,community,news
2001-05-13T00:00:00-08:00,This Week on p5p 2001/05/13,Simon Cozens,perl.com/pub/2001/05/p5pdigest/THISWEEK-20010513.html,community,news
2001-05-15T00:00:00-08:00,Exegesis 2,Damian Conway,perl.com/pub/2001/05/08/exegesis2.html,perl-6,perl-6
2001-05-21T00:00:00-08:00,This Month on Perl6 (1 May - 20 May 2001),Bryan Warnock,perl.com/pub/2001/05/p6pdigest/THISWEEK-20010501.html,community,
2001-05-22T00:00:00-08:00,Taking Lessons From Traffic Lights,Michael Schwern,perl.com/pub/2001/05/22/trafficlights.html,community,"design,development,lights,perl-6,traffic"
2001-05-27T00:00:00-08:00,This Week on p5p 2001/05/27,Leon Brocard,perl.com/pub/2001/05/p5pdigest/THISWEEK-20010527.html,community,news
2001-05-28T00:00:00-08:00,Turning the Tides on Perl's Attitude Toward Beginners,Casey West,perl.com/pub/2001/05/29/tides.html,Community,"beginner,elitism,learn,newbie,perl"
2001-06-04T00:00:00-08:00,This Week on p5p 2001/06/03,Leon Brocard,perl.com/pub/2001/06/p5pdigest/THISWEEK-20010604.html,community,news
2001-06-04T00:00:00-08:00,This Week in Perl 6 (27 May - 2 June 2001),Bryan Warnock,perl.com/pub/2001/06/p6pdigest/THISWEEK-20010601.html,perl-6,"news,perl-6"
2001-06-05T00:00:00-08:00,Using CGI::Application,Jesse Erlbaum,perl.com/pub/2001/06/05/cgi.html,web,
2001-06-12T00:00:00-08:00,This Week in Perl 6 (3 - 9 June 2001),Bryan Warnock,perl.com/pub/2001/06/p6pdigest/THISWEEK-20010612.html,community,"news,perl-6"
2001-06-12T00:00:00-08:00,This Week on p5p 2001/06/09,Leon Brocard,perl.com/pub/2001/06/p5pdigest/THISWEEK-20010612.html,Community,news
2001-06-12T00:00:00-08:00,The Beginner's Attitude of Perl: What Attitude?,Robert Kiesling,perl.com/pub/2001/06/12/anti_begin.html,Community,
2001-06-13T00:00:00-08:00,Parse::RecDescent Tutorial,Jeffrey Goff,perl.com/pub/2001/06/13/recdecent.html,Tutorials,"Rec-descent,parsing,lexing"
2001-06-19T00:00:00-08:00,This Week on p5p 2001/06/17,Mark-Jason Dominus,perl.com/pub/2001/06/p5pdigest/20010617.html,Community,news
2001-06-19T00:00:00-08:00,This Week in Perl 6 (10 - 16 June 2001),Bryan Warnock,perl.com/pub/2001/06/p6pdigest/20010616.html,community,"news,perl-6"
2001-06-21T00:00:00-08:00,Yet Another YAPC Report: Montreal,Schuyler Erle,perl.com/pub/2001/06/21/yapcreport.html,Community,
2001-06-25T00:00:00-08:00,This Week on p5p 2001/06/25,Leon Brocard,perl.com/pub/2001/06/p5pdigest/20010625.html,Community,news
2001-06-27T00:00:00-08:00,Why Not Translate Perl to C?,Mark-Jason Dominus,perl.com/pub/2001/06/27/ctoperl.html,Perl Internals,"c,compile,perl"
2001-07-02T00:00:00-08:00,This Week on p5p 2001/07/02,Simon Cozens,perl.com/pub/2001/07/p5pdigest/20010702.html,Community,news
2001-07-03T00:00:00-08:00,People Behind Perl: Nathan Torkington,Simon Cozens,perl.com/pub/2001/07/03/nat.html,Community,
2001-07-03T00:00:00-08:00,This Fortnight in Perl 6 (17 - 30 June 2001),Bryan Warnock,perl.com/pub/2001/07/p6pdigest/20010703.html,community,"News,api,internal-api,java,perl-6"
2001-07-09T00:00:00-08:00,This Week on p5p 2001/07/09,Simon Cozens,perl.com/pub/2001/07/p5pdigest/20010709.html,Community,news
2001-07-10T00:00:00-08:00,Symmetric Cryptography in Perl,Abhijit Menon-Sen,perl.com/pub/2001/07/10/crypto.html,Security,crypto-cryptography-crypt-idea-blowfish-symmetric
2001-07-16T00:00:00-08:00,This Week on p5p 2001/07/16,Simon Cozens,perl.com/pub/2001/07/p5pdigest/20010716.html,Community,news
2001-07-17T00:00:00-08:00,Mail Filtering with Mail::Audit,Simon Cozens,perl.com/pub/2001/07/17/mailfiltering.html,Security,"e-mail,filter,procmail,rule,spam"
2001-07-25T00:00:00-08:00,The State of the Onion 5,Simon Cozens,perl.com/pub/2001/07/25/onion.html,Community,perl-6-state-onion-larry-wall
2001-08-01T00:00:00-08:00,This Week on p5p 2001/07/30,Simon Cozens,perl.com/pub/2001/08/p5pdigest/20010730.html,Community,news
2001-08-01T00:00:00-08:00,People Behind Perl : Artur Bergman,Simon Cozens,perl.com/pub/2001/08/01/artur.html,Community,people-behind-perl-artur-bergman-arthur
2001-08-08T00:00:00-08:00,Quantum::Entanglement,Alex Gough,perl.com/pub/2001/08/08/quantum.html,science,quantum-physics-superpositions-entanglement
2001-08-08T00:00:00-08:00,This Week on p5p 2001/08/07,Simon Cozens,perl.com/pub/2001/08/p5pdigest/20010808.html,Community,news
2001-08-09T00:00:00-08:00,"This Fortnight In Perl 6 (July 22 - Aug. 4, 2001)",Bryan Warnock,perl.com/pub/2001/08/p6pdigest/20010809.html,community,news
2001-08-11T00:00:00-08:00,This Week in Perl 6 (5 - 11 August 2001),Bryan Warnock,perl.com/pub/2001/08/p6pdigest/20010811.html,community,"news,perl-6"
2001-08-13T00:00:00-08:00,Yet Another Perl Conference Europe 2001,Jouke Visser,perl.com/pub/2001/08/13/yapc-europe.html,Community,
2001-08-15T00:00:00-08:00,This Week on p5p 2001/08/15,Simon Cozens,perl.com/pub/2001/08/p5pdigest/20010815.html,Community,"news,threads,unicode,pod,documentation"
2001-08-21T00:00:00-08:00,This Week on Perl 6 (12 - 18 August 2001),"Gisle Aas,Bryan Warnock",perl.com/pub/2001/08/p6pdigest/20010818.html,perl-6,perl-6-internals-modules
2001-08-21T00:00:00-08:00,Choosing a Templating System,Perrin Harkins,perl.com/pub/2001/08/21/templating.html,development,templating-text-html
2001-08-27T00:00:00-08:00,This Week on p5p 2001/08/27,Simon Cozens,perl.com/pub/2001/08/p5pdigest/20010827.html,Community,"news,callbacks,coderefs,strings"
2001-08-27T00:00:00-08:00,This Week on Perl 6 (19 - 25 August 2001),Bryan Warnock,perl.com/pub/2001/08/p6pdigest/20010825.html,perl-6,perl-6-internals-closures
2001-08-27T00:00:00-08:00,Perl Helps The Disabled,Dan Brian,perl.com/pub/2001/08/27/bjornstad.html,Community,disabled-accessibility-tk-bjornstad
2001-09-01T00:00:00-08:00,This Week on Perl 6 (26 August - 1 September 2001),Bryan Warnock,perl.com/pub/2001/09/p6pdigest/20010901.html,perl-6,perl-6-internals-closures
2001-09-03T00:00:00-08:00,This Week on p5p 2001/09/03,Simon Cozens,perl.com/pub/2001/08/p5pdigest/20010903.html,Community,"news,coderefs,testing"
